"response_id","transport_method"
"GEN24_28418","Helicopter"
"GEN24_28418","Plane (within New Zealand)"
"GEN24_28418","Rental car"
"GEN24_28418","Scenic trains"
"GEN24_28418","Taxi / shuttle service"
"GEN24_28419","App-based services such as Uber, Ola, etc"
"GEN24_28419","Rental car"
"GEN24_28419","Taxi / shuttle service"
"GEN24_28419","Tour bus"
"GEN24_28421","Rental car"
"GEN24_28421","Taxi / shuttle service"
"GEN24_28421","Tour bus"
"GEN24_28423","App-based services such as Uber, Ola, etc"
"GEN24_28423","Rental campervan / motor-home"
"GEN24_28423","Rental car"
"GEN24_28423","Tour bus"
"GEN24_28425","Helicopter"
"GEN24_28425","Other ferry"
"GEN24_28425","Plane (within New Zealand)"
"GEN24_28425","Rental campervan / motor-home"
"GEN24_28425","Rental car"
"GEN24_28425","Taxi / shuttle service"
"GEN24_28427","App-based services such as Uber, Ola, etc"
"GEN24_28427","Helicopter"
"GEN24_28427","Rental campervan / motor-home"
"GEN24_28429","Other ferry"
"GEN24_28429","Rental car"
"GEN24_28429","Taxi / shuttle service"
"GEN24_28434","App-based services such as Uber, Ola, etc"
"GEN24_28434","Taxi / shuttle service"
"GEN24_28439","Rental car"
"GEN24_28439","Scenic trains"
"GEN24_28477","App-based services such as Uber, Ola, etc"
"GEN24_28477","Local bus service"
"GEN24_28477","Other boat or ship"
"GEN24_28477","Other bus service"
"GEN24_28477","Rental car"
"GEN24_28477","Scenic trains"
"GEN24_28477","Taxi / shuttle service"
"GEN24_28484","App-based services such as Uber, Ola, etc"
"GEN24_28484","Bicycle"
"GEN24_28484","Bus service between towns / cities"
"GEN24_28484","Helicopter"
"GEN24_28484","Hitch-hiking"
"GEN24_28484","Other boat or ship"
"GEN24_28484","Other ferry"
"GEN24_28484","Rental car"
"GEN24_28484","Taxi / shuttle service"
"GEN24_28493","Local bus service"
"GEN24_28493","Rental car"
"GEN24_28495","Rental car"
"GEN24_28496","Bicycle"
"GEN24_28496","Rental car"
"GEN24_28502","App-based services such as Uber, Ola, etc"
"GEN24_28502","Plane (within New Zealand)"
"GEN24_28502","Rental car"
"GEN24_28505","Helicopter"
"GEN24_28505","Limousine / car with driver included"
"GEN24_28505","Motorcycle"
"GEN24_28505","Rental campervan / motor-home"
"GEN24_28505","Taxi / shuttle service"
"GEN24_28505","Yacht"
"GEN24_28514","Rental campervan / motor-home"
"GEN24_28514","Taxi / shuttle service"
"GEN24_28514","The ferry between the North Island and the South Island"
"GEN24_28521","App-based services such as Uber, Ola, etc"
"GEN24_28521","Car or van owned by you / family / friend(s) / company"
"GEN24_28521","Taxi / shuttle service"
"GEN24_28523","Helicopter"
"GEN24_28523","Rental car"
"GEN24_28523","Taxi / shuttle service"
"GEN24_28526","Rental car"
"GEN24_28528","Rental car"
"GEN24_28528","Taxi / shuttle service"
"GEN24_28528","Tour bus"
"GEN24_28529","App-based services such as Uber, Ola, etc"
"GEN24_28529","Bus service between towns / cities"
"GEN24_28529","Local bus service"
"GEN24_28529","The ferry between the North Island and the South Island"
"GEN24_28529","Tour bus"
"GEN24_28532","Rental car"
"GEN24_28557","App-based services such as Uber, Ola, etc"
"GEN24_28557","Bus service between towns / cities"
"GEN24_28557","Other ferry"
"GEN24_28557","Plane (within New Zealand)"
"GEN24_28557","Scenic trains"
"GEN24_28557","Taxi / shuttle service"
"GEN24_28557","Tour bus"
"GEN24_28558","Rental car"
"GEN24_28560","Local bus service"
"GEN24_28560","Plane (within New Zealand)"
"GEN24_28560","Rental car"
"GEN24_28560","Taxi / shuttle service"
"GEN24_28561","Rental car"
"GEN24_28563","Bicycle"
"GEN24_28563","Local bus service"
"GEN24_28563","Other ferry"
"GEN24_28563","Rental campervan / motor-home"
"GEN24_28563","Taxi / shuttle service"
"GEN24_28563","The ferry between the North Island and the South Island"
"GEN24_28565","Helicopter"
"GEN24_28565","Rental car"
"GEN24_28565","The ferry between the North Island and the South Island"
"GEN24_28566","Local bus service"
"GEN24_28566","Rental campervan / motor-home"
"GEN24_28566","Taxi / shuttle service"
"GEN24_28566","The ferry between the North Island and the South Island"
"GEN24_28574","Rental car"
"GEN24_28576","App-based services such as Uber, Ola, etc"
"GEN24_28576","Local bus service"
"GEN24_28576","Taxi / shuttle service"
"GEN24_28580","Car or van owned by you / family / friend(s) / company"
"GEN24_28614","App-based services such as Uber, Ola, etc"
"GEN24_28614","Car or van owned by you / family / friend(s) / company"
"GEN24_28614","Taxi / shuttle service"
"GEN24_28617","Taxi / shuttle service"
"GEN24_28670","Car or van owned by you / family / friend(s) / company"
"GEN24_28682","App-based services such as Uber, Ola, etc"
"GEN24_28691","App-based services such as Uber, Ola, etc"
"GEN24_28702","Campervan / motor-home owned by you / family / friend(s)"
"GEN24_28702","Rental car"
"GEN24_28702","The ferry between the North Island and the South Island"
"GEN24_28702","Tour bus"
"GEN24_28703","App-based services such as Uber, Ola, etc"
"GEN24_28703","Other bus service"
"GEN24_28703","Taxi / shuttle service"
"GEN24_28703","Tour bus"
"GEN24_28707","App-based services such as Uber, Ola, etc"
"GEN24_28707","Other ferry"
"GEN24_28707","Rental car"
"GEN24_28709","App-based services such as Uber, Ola, etc"
"GEN24_28709","Car or van owned by you / family / friend(s) / company"
"GEN24_28713","Rental car"
"GEN24_28722","Limousine / car with driver included"
"GEN24_28722","Tour bus"
"GEN24_28727","Car or van owned by you / family / friend(s) / company"
"GEN24_28727","Plane (within New Zealand)"
"GEN24_28727","Rental car"
"GEN24_28728","App-based services such as Uber, Ola, etc"
"GEN24_28728","Bicycle"
"GEN24_28728","Car or van owned by you / family / friend(s) / company"
"GEN24_28728","Rental car"
"GEN24_28728","Taxi / shuttle service"
"GEN24_28735","Rental car"
"GEN24_28736","Rental car"
"GEN24_28743","App-based services such as Uber, Ola, etc"
"GEN24_28743","Local bus service"
"GEN24_28743","Other boat or ship"
"GEN24_28743","Rental car"
"GEN24_28743","The ferry between the North Island and the South Island"
"GEN24_28744","App-based services such as Uber, Ola, etc"
"GEN24_28744","Local bus service"
"GEN24_28744","Other ferry"
"GEN24_28744","Rental campervan / motor-home"
"GEN24_28744","Taxi / shuttle service"
"GEN24_28747","Other boat or ship"
"GEN24_28747","Plane (within New Zealand)"
"GEN24_28747","Rental car"
"GEN24_28747","Tour bus"
"GEN24_28750","Car or van owned by you / family / friend(s) / company"
"GEN24_28750","Helicopter"
"GEN24_28750","The ferry between the North Island and the South Island"
"GEN24_28752","Motorcycle"
"GEN24_28752","Other boat or ship"
"GEN24_28752","Rental car"
"GEN24_28753","Rental car"
"GEN24_28754","App-based services such as Uber, Ola, etc"
"GEN24_28754","Bicycle"
"GEN24_28754","Car or van owned by you / family / friend(s) / company"
"GEN24_28755","App-based services such as Uber, Ola, etc"
"GEN24_28755","Helicopter"
"GEN24_28755","Local bus service"
"GEN24_28755","Other bus service"
"GEN24_28755","Plane (within New Zealand)"
"GEN24_28755","Rental campervan / motor-home"
"GEN24_28755","Rental car"
"GEN24_28760","Limousine / car with driver included"
"GEN24_28761","Helicopter"
"GEN24_28761","Other boat or ship"
"GEN24_28761","Rental car"
"GEN24_28761","Tour bus"
"GEN24_28763","App-based services such as Uber, Ola, etc"
"GEN24_28763","Other ferry"
"GEN24_28763","Plane (within New Zealand)"
"GEN24_28763","Rental campervan / motor-home"
"GEN24_28763","Rental car"
"GEN24_28763","Taxi / shuttle service"
"GEN24_28763","The ferry between the North Island and the South Island"
"GEN24_28764","Car or van owned by you / family / friend(s) / company"
"GEN24_28765","Other bus service"
"GEN24_28769","Local bus service"
"GEN24_28769","Rental campervan / motor-home"
"GEN24_28769","Taxi / shuttle service"
"GEN24_28772","Other boat or ship"
"GEN24_28772","Scenic trains"
"GEN24_28772","Taxi / shuttle service"
"GEN24_28772","The ferry between the North Island and the South Island"
"GEN24_28772","Tour bus"
"GEN24_28774","Car or van owned by you / family / friend(s) / company"
"GEN24_28774","Rental car"
"GEN24_28774","Taxi / shuttle service"
"GEN24_28793","Bus service between towns / cities"
"GEN24_28793","Campervan / motor-home owned by you / family / friend(s)"
"GEN24_28793","Taxi / shuttle service"
"GEN24_28821","App-based services such as Uber, Ola, etc"
"GEN24_28821","Rental car"
"GEN24_28827","App-based services such as Uber, Ola, etc"
"GEN24_28827","Rental car"
"GEN24_28827","Taxi / shuttle service"
"GEN24_28827","Tour bus"
"GEN24_28850","Car or van owned by you / family / friend(s) / company"
"GEN24_28850","Taxi / shuttle service"
"GEN24_28853","Helicopter"
"GEN24_28853","Local bus service"
"GEN24_28853","Other ferry"
"GEN24_28853","Rental car"
"GEN24_28855","Rental car"
"GEN24_28860","App-based services such as Uber, Ola, etc"
"GEN24_28860","Other boat or ship"
"GEN24_28860","Rental car"
"GEN24_28860","Tour bus"
"GEN24_28862","Rental car"
"GEN24_28866","App-based services such as Uber, Ola, etc"
"GEN24_28866","Rental car"
"GEN24_28867","App-based services such as Uber, Ola, etc"
"GEN24_28867","Car or van owned by you / family / friend(s) / company"
"GEN24_28896","Rental campervan / motor-home"
"GEN24_28896","Taxi / shuttle service"
"GEN24_28900","App-based services such as Uber, Ola, etc"
"GEN24_28900","Campervan / motor-home owned by you / family / friend(s)"
"GEN24_28900","The ferry between the North Island and the South Island"
"GEN24_28903","Rental car"
"GEN24_28903","The ferry between the North Island and the South Island"
"GEN24_28904","Campervan / motor-home owned by you / family / friend(s)"
"GEN24_28904","Local bus service"
"GEN24_28907","Limousine / car with driver included"
"GEN24_28907","Plane (within New Zealand)"
"GEN24_28907","Rental car"
"GEN24_28922","App-based services such as Uber, Ola, etc"
"GEN24_28922","Local bus service"
"GEN24_28937","Local bus service"
"GEN24_28937","Plane (within New Zealand)"
"GEN24_28937","Rental car"
"GEN24_28937","Train"
"GEN24_28940","Rental car"
"GEN24_28941","Local bus service"
"GEN24_28941","Plane (within New Zealand)"
"GEN24_28941","Train"
"GEN24_28942","App-based services such as Uber, Ola, etc"
"GEN24_28942","Car or van owned by you / family / friend(s) / company"
"GEN24_28945","App-based services such as Uber, Ola, etc"
"GEN24_28945","Helicopter"
"GEN24_28945","Local bus service"
"GEN24_28945","Other boat or ship"
"GEN24_28945","Plane (within New Zealand)"
"GEN24_28945","Rental campervan / motor-home"
"GEN24_28945","Taxi / shuttle service"
"GEN24_28945","The ferry between the North Island and the South Island"
"GEN24_28945","Train"
"GEN24_28956","Rental car"
"GEN24_28958","Tour bus"
"GEN24_28958","Train"
"GEN24_28960","Car or van owned by you / family / friend(s) / company"
"GEN24_28960","Local bus service"
"GEN24_28960","Plane (within New Zealand)"
"GEN24_28960","Tour bus"
"GEN24_28965","Rental car"
"GEN24_28976","Local bus service"
"GEN24_28976","Rental campervan / motor-home"
"GEN24_28976","The ferry between the North Island and the South Island"
"GEN24_28978","Plane (within New Zealand)"
"GEN24_28978","Rental car"
"GEN24_28990","Rental car"
"GEN24_28996","Limousine / car with driver included"
"GEN24_29009","App-based services such as Uber, Ola, etc"
"GEN24_29009","Other ferry"
"GEN24_29009","Rental car"
"GEN24_29014","Local bus service"
"GEN24_29014","Taxi / shuttle service"
"GEN24_29015","Rental car"
"GEN24_29015","Taxi / shuttle service"
"GEN24_29017","App-based services such as Uber, Ola, etc"
"GEN24_29017","Local bus service"
"GEN24_29017","Taxi / shuttle service"
"GEN24_29017","Tour bus"
"GEN24_29018","Car or van owned by you / family / friend(s) / company"
"GEN24_29018","Rental car"
"GEN24_29021","Rental car"
"GEN24_29022","Taxi / shuttle service"
"GEN24_29026","Rental car"
"GEN24_29032","App-based services such as Uber, Ola, etc"
"GEN24_29032","Other boat or ship"
"GEN24_29032","Rental car"
"GEN24_29032","Scenic trains"
"GEN24_29032","Taxi / shuttle service"
"GEN24_29035","Rental car"
"GEN24_29037","Rental car"
"GEN24_29038","Local bus service"
"GEN24_29038","Other boat or ship"
"GEN24_29038","Plane (within New Zealand)"
"GEN24_29038","Rental car"
"GEN24_29038","Tour bus"
"GEN24_29040","Bicycle"
"GEN24_29040","Other bus service"
"GEN24_29040","Rental car"
"GEN24_29041","App-based services such as Uber, Ola, etc"
"GEN24_29041","Bicycle"
"GEN24_29041","Helicopter"
"GEN24_29041","Other boat or ship"
"GEN24_29041","Other ferry"
"GEN24_29041","Rental car"
"GEN24_29041","Tour bus"
"GEN24_29042","App-based services such as Uber, Ola, etc"
"GEN24_29042","Other boat or ship"
"GEN24_29042","Rental car"
"GEN24_29042","Taxi / shuttle service"
"GEN24_29042","Tour bus"
"GEN24_29047","Local bus service"
"GEN24_29047","Rental car"
"GEN24_29049","Rental car"
"GEN24_29055","Local bus service"
"GEN24_29055","Rental car"
"GEN24_29058","Other boat or ship"
"GEN24_29058","Plane (within New Zealand)"
"GEN24_29058","Rental car"
"GEN24_29058","Taxi / shuttle service"
"GEN24_29058","Tour bus"
"GEN24_29063","Bicycle"
"GEN24_29063","Rental car"
"GEN24_29065","Bus service between towns / cities"
"GEN24_29065","Local bus service"
"GEN24_29065","Taxi / shuttle service"
"GEN24_29072","Car or van owned by you / family / friend(s) / company"
"GEN24_29072","Local bus service"
"GEN24_29072","Train"
"GEN24_29079","Motorcycle"
"GEN24_29086","App-based services such as Uber, Ola, etc"
"GEN24_29086","Rental car"
"GEN24_29088","Bus service between towns / cities"
"GEN24_29088","Taxi / shuttle service"
"GEN24_29088","The ferry between the North Island and the South Island"
"GEN24_29093","App-based services such as Uber, Ola, etc"
"GEN24_29093","Local bus service"
"GEN24_29094","App-based services such as Uber, Ola, etc"
"GEN24_29094","Limousine / car with driver included"
"GEN24_29094","Rental car"
"GEN24_29094","Taxi / shuttle service"
"GEN24_29096","App-based services such as Uber, Ola, etc"
"GEN24_29096","Taxi / shuttle service"
"GEN24_29097","App-based services such as Uber, Ola, etc"
"GEN24_29097","Other bus service"
"GEN24_29097","Rental car"
"GEN24_29102","Rental car"
"GEN24_29103","Other boat or ship"
"GEN24_29103","Plane (within New Zealand)"
"GEN24_29103","Rental car"
"GEN24_29103","Taxi / shuttle service"
"GEN24_29111","App-based services such as Uber, Ola, etc"
"GEN24_29111","Car or van owned by you / family / friend(s) / company"
"GEN24_29111","Taxi / shuttle service"
"GEN24_29112","App-based services such as Uber, Ola, etc"
"GEN24_29112","Other bus service"
"GEN24_29119","Motorcycle"
"GEN24_29119","Rental car"
"GEN24_29131","App-based services such as Uber, Ola, etc"
"GEN24_29131","Other ferry"
"GEN24_29131","Taxi / shuttle service"
"GEN24_29131","Tour bus"
"GEN24_29148","App-based services such as Uber, Ola, etc"
"GEN24_29148","Campervan / motor-home owned by you / family / friend(s)"
"GEN24_29148","Car or van owned by you / family / friend(s) / company"
"GEN24_29148","Taxi / shuttle service"
"GEN24_29149","App-based services such as Uber, Ola, etc"
"GEN24_29149","Local bus service"
"GEN24_29149","Plane (within New Zealand)"
"GEN24_29149","Rental campervan / motor-home"
"GEN24_29149","The ferry between the North Island and the South Island"
"GEN24_29157","Car or van owned by you / family / friend(s) / company"
"GEN24_29157","Plane (within New Zealand)"
"GEN24_29157","Rental car"
"GEN24_29157","Taxi / shuttle service"
"GEN24_29157","Tour bus"
"GEN24_29163","Car or van owned by you / family / friend(s) / company"
"GEN24_29170","Local bus service"
"GEN24_29170","Rental campervan / motor-home"
"GEN24_29170","Rental car"
"GEN24_29170","Taxi / shuttle service"
"GEN24_29170","The ferry between the North Island and the South Island"
"GEN24_29170","Tour bus"
"GEN24_29176","Bus service between towns / cities"
"GEN24_29176","Car or van owned by you / family / friend(s) / company"
"GEN24_29190","Car or van owned by you / family / friend(s) / company"
"GEN24_29191","Car or van owned by you / family / friend(s) / company"
"GEN24_29196","Rental car"
"GEN24_29196","The ferry between the North Island and the South Island"
"GEN24_29196","Tour bus"
"GEN24_29202","App-based services such as Uber, Ola, etc"
"GEN24_29202","Helicopter"
"GEN24_29202","Local bus service"
"GEN24_29202","Other boat or ship"
"GEN24_29202","Other ferry"
"GEN24_29202","Rental car"
"GEN24_29202","Scenic trains"
"GEN24_29202","Taxi / shuttle service"
"GEN24_29217","App-based services such as Uber, Ola, etc"
"GEN24_29217","Rental campervan / motor-home"
"GEN24_29219","Car or van owned by you / family / friend(s) / company"
"GEN24_29219","Local bus service"
"GEN24_29219","Other ferry"
"GEN24_29219","Plane (within New Zealand)"
"GEN24_29219","Taxi / shuttle service"
"GEN24_29219","Train"
"GEN24_29225","Local bus service"
"GEN24_29225","Rental campervan / motor-home"
"GEN24_29225","The ferry between the North Island and the South Island"
"GEN24_29230","Other boat or ship"
"GEN24_29230","Rental car"
"GEN24_29230","Tour bus"
"GEN24_29235","Rental car"
"GEN24_29236","Taxi / shuttle service"
"GEN24_29238","App-based services such as Uber, Ola, etc"
"GEN24_29238","Bus service between towns / cities"
"GEN24_29238","Car or van owned by you / family / friend(s) / company"
"GEN24_29238","Plane (within New Zealand)"
"GEN24_29238","Rental car"
"GEN24_29238","Taxi / shuttle service"
"GEN24_29238","The ferry between the North Island and the South Island"
"GEN24_29238","Train"
"GEN24_29242","App-based services such as Uber, Ola, etc"
"GEN24_29242","Local bus service"
"GEN24_29242","Plane (within New Zealand)"
"GEN24_29260","App-based services such as Uber, Ola, etc"
"GEN24_29260","Car or van owned by you / family / friend(s) / company"
"GEN24_29260","Local bus service"
"GEN24_29260","Taxi / shuttle service"
"GEN24_29262","Car or van owned by you / family / friend(s) / company"
"GEN24_29265","Plane (within New Zealand)"
"GEN24_29265","Rental car"
"GEN24_29269","App-based services such as Uber, Ola, etc"
"GEN24_29269","Car or van owned by you / family / friend(s) / company"
"GEN24_29269","Other type of transport"
"GEN24_29275","App-based services such as Uber, Ola, etc"
"GEN24_29275","Car or van owned by you / family / friend(s) / company"
"GEN24_29275","Local bus service"
"GEN24_29275","Taxi / shuttle service"
"GEN24_29278","Taxi / shuttle service"
"GEN24_29279","Rental car"
"GEN24_29280","Not sure"
"GEN24_29284","Taxi / shuttle service"
"GEN24_29286","App-based services such as Uber, Ola, etc"
"GEN24_29286","Bus service between towns / cities"
"GEN24_29286","Car or van owned by you / family / friend(s) / company"
"GEN24_29286","Local bus service"
"GEN24_29286","Other boat or ship"
"GEN24_29286","Plane (within New Zealand)"
"GEN24_29286","Scenic trains"
"GEN24_29286","Taxi / shuttle service"
"GEN24_29295","App-based services such as Uber, Ola, etc"
"GEN24_29295","Bicycle"
"GEN24_29295","Local bus service"
"GEN24_29295","Plane (within New Zealand)"
"GEN24_29295","Rental car"
"GEN24_29295","Train"
"GEN24_29309","Plane (within New Zealand)"
"GEN24_29309","Taxi / shuttle service"
"GEN24_29309","Tour bus"
"GEN24_29313","App-based services such as Uber, Ola, etc"
"GEN24_29313","Helicopter"
"GEN24_29313","Limousine / car with driver included"
"GEN24_29313","Plane (within New Zealand)"
"GEN24_29318","Bicycle"
"GEN24_29318","Rental car"
"GEN24_29342","Bus service between towns / cities"
"GEN24_29350","App-based services such as Uber, Ola, etc"
"GEN24_29350","Bicycle"
"GEN24_29350","Bus service between towns / cities"
"GEN24_29350","Rental car"
"GEN24_29358","Other boat or ship"
"GEN24_29358","Rental car"
"GEN24_29358","Taxi / shuttle service"
"GEN24_29360","Car or van owned by you / family / friend(s) / company"
"GEN24_29360","Plane (within New Zealand)"
"GEN24_29360","Rental car"
"GEN24_29371","Car or van owned by you / family / friend(s) / company"
"GEN24_29371","Other bus service"
"GEN24_29371","Plane (within New Zealand)"
"GEN24_29371","The ferry between the North Island and the South Island"
"GEN24_29374","Rental car"
"GEN24_29375","Rental car"
"GEN24_29381","Plane (within New Zealand)"
"GEN24_29381","Rental campervan / motor-home"
"GEN24_29381","Rental car"
"GEN24_29381","Taxi / shuttle service"
"GEN24_29389","Bus service between towns / cities"
"GEN24_29389","Local bus service"
"GEN24_29389","Other ferry"
"GEN24_29389","Plane (within New Zealand)"
"GEN24_29389","Rental car"
"GEN24_29389","Taxi / shuttle service"
"GEN24_29389","Tour bus"
"GEN24_29394","App-based services such as Uber, Ola, etc"
"GEN24_29394","Local bus service"
"GEN24_29394","Rental campervan / motor-home"
"GEN24_29394","Taxi / shuttle service"
"GEN24_29394","The ferry between the North Island and the South Island"
"GEN24_29395","App-based services such as Uber, Ola, etc"
"GEN24_29395","Bicycle"
"GEN24_29395","Car or van owned by you / family / friend(s) / company"
"GEN24_29395","Local bus service"
"GEN24_29395","Plane (within New Zealand)"
"GEN24_29395","Scenic trains"
"GEN24_29395","Taxi / shuttle service"
"GEN24_29404","App-based services such as Uber, Ola, etc"
"GEN24_29404","Car or van owned by you / family / friend(s) / company"
"GEN24_29404","Other ferry"
"GEN24_29404","Plane (within New Zealand)"
"GEN24_29404","Rental car"
"GEN24_29404","Taxi / shuttle service"
"GEN24_29404","The ferry between the North Island and the South Island"
"GEN24_29404","Tour bus"
"GEN24_29406","App-based services such as Uber, Ola, etc"
"GEN24_29406","Bicycle"
"GEN24_29406","Car or van owned by you / family / friend(s) / company"
"GEN24_29406","Local bus service"
"GEN24_29406","Taxi / shuttle service"
"GEN24_29414","Car or van owned by you / family / friend(s) / company"
"GEN24_29415","Rental car"
"GEN24_29447","Helicopter"
"GEN24_29447","Rental car"
"GEN24_29447","Scenic trains"
"GEN24_29447","Taxi / shuttle service"
"GEN24_29448","App-based services such as Uber, Ola, etc"
"GEN24_29448","Taxi / shuttle service"
"GEN24_29460","App-based services such as Uber, Ola, etc"
"GEN24_29460","Rental campervan / motor-home"
"GEN24_29466","Rental car"
"GEN24_29466","Tour bus"
"GEN24_29478","Rental car"
"GEN24_29478","Taxi / shuttle service"
"GEN24_29483","App-based services such as Uber, Ola, etc"
"GEN24_29483","Helicopter"
"GEN24_29483","Rental car"
"GEN24_29483","Taxi / shuttle service"
"GEN24_29485","App-based services such as Uber, Ola, etc"
"GEN24_29485","Rental campervan / motor-home"
"GEN24_29485","Taxi / shuttle service"
"GEN24_29485","The ferry between the North Island and the South Island"
"GEN24_29493","Car or van owned by you / family / friend(s) / company"
"GEN24_29493","Other ferry"
"GEN24_29497","Car or van owned by you / family / friend(s) / company"
"GEN24_29497","Local bus service"
"GEN24_29497","Taxi / shuttle service"
"GEN24_29499","Rental campervan / motor-home"
"GEN24_29501","Bus service between towns / cities"
"GEN24_29501","Local bus service"
"GEN24_29501","Other ferry"
"GEN24_29501","Taxi / shuttle service"
"GEN24_29501","Tour bus"
"GEN24_29501","Train"
"GEN24_29505","App-based services such as Uber, Ola, etc"
"GEN24_29507","App-based services such as Uber, Ola, etc"
"GEN24_29507","Rental car"
"GEN24_29507","Scenic trains"
"GEN24_29507","Taxi / shuttle service"
"GEN24_29507","The ferry between the North Island and the South Island"
"GEN24_29518","App-based services such as Uber, Ola, etc"
"GEN24_29518","Tour bus"
"GEN24_29542","App-based services such as Uber, Ola, etc"
"GEN24_29542","Bus service between towns / cities"
"GEN24_29542","Local bus service"
"GEN24_29543","Taxi / shuttle service"
"GEN24_29555","Rental car"
"GEN24_29560","Rental car"
"GEN24_29563","Rental car"
"GEN24_29565","App-based services such as Uber, Ola, etc"
"GEN24_29565","Local bus service"
"GEN24_29565","Rental campervan / motor-home"
"GEN24_29565","Taxi / shuttle service"
"GEN24_29565","The ferry between the North Island and the South Island"
"GEN24_29566","Other ferry"
"GEN24_29566","Rental car"
"GEN24_29577","Other ferry"
"GEN24_29577","Plane (within New Zealand)"
"GEN24_29577","Rental car"
"GEN24_29577","Tour bus"
"GEN24_29581","Car or van owned by you / family / friend(s) / company"
"GEN24_29586","Bus service between towns / cities"
"GEN24_29588","Local bus service"
"GEN24_29588","Other ferry"
"GEN24_29588","Rental car"
"GEN24_29588","Taxi / shuttle service"
"GEN24_29595","Other boat or ship"
"GEN24_29595","Other ferry"
"GEN24_29595","Rental car"
"GEN24_29605","App-based services such as Uber, Ola, etc"
"GEN24_29605","Helicopter"
"GEN24_29605","Rental car"
"GEN24_29605","Taxi / shuttle service"
"GEN24_29605","The ferry between the North Island and the South Island"
"GEN24_29607","App-based services such as Uber, Ola, etc"
"GEN24_29607","Car or van owned by you / family / friend(s) / company"
"GEN24_29607","Taxi / shuttle service"
"GEN24_29622","App-based services such as Uber, Ola, etc"
"GEN24_29622","Rental car"
"GEN24_29622","Tour bus"
"GEN24_29625","Bicycle"
"GEN24_29625","Bus service between towns / cities"
"GEN24_29625","Car or van owned by you / family / friend(s) / company"
"GEN24_29625","Helicopter"
"GEN24_29625","Local bus service"
"GEN24_29625","Other boat or ship"
"GEN24_29625","Other ferry"
"GEN24_29625","Rental car"
"GEN24_29625","Taxi / shuttle service"
"GEN24_29625","The ferry between the North Island and the South Island"
"GEN24_29625","Tour bus"
"GEN24_29637","Bus service between towns / cities"
"GEN24_29637","Local bus service"
"GEN24_29637","Other ferry"
"GEN24_29639","App-based services such as Uber, Ola, etc"
"GEN24_29639","Taxi / shuttle service"
"GEN24_29639","Tour bus"
"GEN24_29641","Car or van owned by you / family / friend(s) / company"
"GEN24_29642","App-based services such as Uber, Ola, etc"
"GEN24_29642","Bicycle"
"GEN24_29642","Rental car"
"GEN24_29642","Taxi / shuttle service"
"GEN24_29642","Yacht"
"GEN24_29658","App-based services such as Uber, Ola, etc"
"GEN24_29658","Rental car"
"GEN24_29658","Taxi / shuttle service"
"GEN24_29660","App-based services such as Uber, Ola, etc"
"GEN24_29660","Car or van owned by you / family / friend(s) / company"
"GEN24_29660","Rental car"
"GEN24_29677","Rental car"
"GEN24_29685","Helicopter"
"GEN24_29685","Other ferry"
"GEN24_29685","Other type of transport"
"GEN24_29685","Taxi / shuttle service"
"GEN24_29685","Tour bus"
"GEN24_29686","Car or van owned by you / family / friend(s) / company"
"GEN24_29686","Local bus service"
"GEN24_29686","Other boat or ship"
"GEN24_29686","Taxi / shuttle service"
"GEN24_29686","The ferry between the North Island and the South Island"
"GEN24_29687","Helicopter"
"GEN24_29687","Rental car"
"GEN24_29687","Tour bus"
"GEN24_29695","Other type of transport"
"GEN24_29695","Plane (within New Zealand)"
"GEN24_29697","App-based services such as Uber, Ola, etc"
"GEN24_29697","Local bus service"
"GEN24_29697","Other boat or ship"
"GEN24_29697","Plane (within New Zealand)"
"GEN24_29697","Rental car"
"GEN24_29700","Bus service between towns / cities"
"GEN24_29700","Rental car"
"GEN24_29701","Rental car"
"GEN24_29702","App-based services such as Uber, Ola, etc"
"GEN24_29702","Scenic trains"
"GEN24_29703","Rental car"
"GEN24_29718","Bus service between towns / cities"
"GEN24_29718","Car or van owned by you / family / friend(s) / company"
"GEN24_29718","Local bus service"
"GEN24_29718","Plane (within New Zealand)"
"GEN24_29718","Taxi / shuttle service"
"GEN24_29718","Tour bus"
"GEN24_29722","Rental car"
"GEN24_29726","App-based services such as Uber, Ola, etc"
"GEN24_29726","Car or van owned by you / family / friend(s) / company"
"GEN24_29749","Helicopter"
"GEN24_29749","Local bus service"
"GEN24_29749","Other boat or ship"
"GEN24_29749","Rental car"
"GEN24_29749","Taxi / shuttle service"
"GEN24_29749","The ferry between the North Island and the South Island"
"GEN24_29749","Tour bus"
"GEN24_29751","Local bus service"
"GEN24_29751","Rental car"
"GEN24_29756","Helicopter"
"GEN24_29756","Rental car"
"GEN24_29759","Taxi / shuttle service"
"GEN24_29764","App-based services such as Uber, Ola, etc"
"GEN24_29764","Rental car"
"GEN24_29764","Tour bus"
"GEN24_29765","Bicycle"
"GEN24_29765","Bus service between towns / cities"
"GEN24_29765","Helicopter"
"GEN24_29765","Local bus service"
"GEN24_29765","Plane (within New Zealand)"
"GEN24_29765","Scenic trains"
"GEN24_29765","Taxi / shuttle service"
"GEN24_29765","The ferry between the North Island and the South Island"
"GEN24_29772","Helicopter"
"GEN24_29772","Other boat or ship"
"GEN24_29772","Rental campervan / motor-home"
"GEN24_29772","Taxi / shuttle service"
"GEN24_29774","Rental campervan / motor-home"
"GEN24_29774","Taxi / shuttle service"
"GEN24_29774","The ferry between the North Island and the South Island"
