"response_id","place_stayed","nights"
"GEN24_1097999","Dunedin City",2.445945945945946
"GEN24_1097999","Far North District",25.274774774774773
"GEN24_1097999","Grey District",1.6306306306306306
"GEN24_1097999","Invercargill City",1.6306306306306306
"GEN24_1097999","Kaikoura District",2.445945945945946
"GEN24_1097999","Mackenzie District",2.445945945945946
"GEN24_1097999","Marlborough District",1.6306306306306306
"GEN24_1097999","Napier City",0.8153153153153153
"GEN24_1097999","Nelson City",1.6306306306306306
"GEN24_1097999","New Plymouth District",2.445945945945946
"GEN24_1097999","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",25.274774774774773
"GEN24_1097999","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",3.2612612612612613
"GEN24_1097999","Rangitikei District",5.707207207207207
"GEN24_1097999","Rotorua District",2.445945945945946
"GEN24_1097999","Southland District (Fiordland)",1.6306306306306306
"GEN24_1097999","Tasman District",11.414414414414415
"GEN24_1097999","Taupo District",2.445945945945946
"GEN24_1097999","Thames-Coromandel District",11.414414414414415
"GEN24_1097999","Waikato District",5.707207207207207
"GEN24_1097999","Waitaki District",1.6306306306306306
"GEN24_1097999","Wellington City",2.445945945945946
"GEN24_1097999","Western Bay of Plenty District",11.414414414414415
"GEN24_1097999","Westland District",3.2612612612612613
"GEN24_1098000","Auckland District",1
"GEN24_1098000","Buller District",2
"GEN24_1098000","Christchurch City",1
"GEN24_1098000","Kaikoura District",1
"GEN24_1098000","Mackenzie District",1
"GEN24_1098000","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",2
"GEN24_1098000","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",1
"GEN24_1098000","Rotorua District",2
"GEN24_1098000","Tasman District",2
"GEN24_1098000","Taupo District",2
"GEN24_1098000","Thames-Coromandel District",1
"GEN24_1098000","Wellington City",2
"GEN24_1098000","Westland District",2
"GEN24_1098000","Whakatane District",1
"GEN24_1098005","Auckland District",36.026315789473685
"GEN24_1098005","Kaipara District",0.9736842105263158
"GEN24_1098007","Auckland District",6
"GEN24_1098012","Auckland District",14
"GEN24_1098012","Waipa District",2
"GEN24_1098013","Auckland District",24
"GEN24_1098020","Auckland District",15
"GEN24_1098026","Wellington City",11
"GEN24_1098028","Auckland District",5
"GEN24_1098028","Thames-Coromandel District",114
"GEN24_1098037","Auckland District",2
"GEN24_1098037","Tauranga City",3
"GEN24_1098037","Wellington City",4
"GEN24_1098038","Wellington City",3
"GEN24_1098040","Dunedin City",32.02127659574468
"GEN24_1098040","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",4.574468085106383
"GEN24_1098040","Selwyn District",6.404255319148936
"GEN24_1098050","Auckland District",2
"GEN24_1098059","Auckland District",2
"GEN24_1098059","Christchurch City",3
"GEN24_1098059","Dunedin City",2
"GEN24_1098059","Invercargill City",1
"GEN24_1098059","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",2
"GEN24_1098059","Rotorua District",2
"GEN24_1098059","Southland District (Fiordland)",1
"GEN24_1098059","Waitaki District",1
"GEN24_1098059","Wellington City",2
"GEN24_1098059","Westland District",2
"GEN24_1098060","Christchurch City",2
"GEN24_1098060","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",4
"GEN24_1098067","Ashburton District",11.194444444444445
"GEN24_1098067","Auckland District",3.4444444444444446
"GEN24_1098067","Christchurch City",6.027777777777779
"GEN24_1098067","Dunedin City",0.8611111111111112
"GEN24_1098067","Mackenzie District",3.4444444444444446
"GEN24_1098067","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",0.8611111111111112
"GEN24_1098067","Rangitikei District",0.8611111111111112
"GEN24_1098067","Wellington City",0.8611111111111112
"GEN24_1098067","Westland District",3.4444444444444446
"GEN24_1098070","Ashburton District",100
"GEN24_1098070","Auckland District",20
"GEN24_1098071","Thames-Coromandel District",7
"GEN24_1098091","Auckland District",3
"GEN24_1098091","Central Otago District",50
"GEN24_1098091","Christchurch City",9
"GEN24_1098091","Dunedin City",28
"GEN24_1098091","Far North District",17
"GEN24_1098091","Grey District",2
"GEN24_1098091","Hamilton City",1
"GEN24_1098091","Marlborough District",14
"GEN24_1098091","Nelson City",7
"GEN24_1098091","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",28
"GEN24_1098091","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",13
"GEN24_1098091","Tasman District",18
"GEN24_1098091","Tauranga City",3
"GEN24_1098091","Thames-Coromandel District",5
"GEN24_1098091","Waitaki District",54
"GEN24_1098091","Wellington City",13
"GEN24_1098091","Westland District",5
"GEN24_1098091","Whangarei District",7
"GEN24_1098095","Auckland District",5
"GEN24_1098097","Auckland District",11
"GEN24_1098097","Western Bay of Plenty District",1
"GEN24_1098111","Auckland District",1
"GEN24_1098111","Far North District",2
"GEN24_1098111","Wellington City",2
"GEN24_1098160","Auckland District",2
"GEN24_1098160","Christchurch City",4
"GEN24_1098160","Hamilton City",3
"GEN24_1098160","Upper Hutt City",2
"GEN24_1098161","Ashburton District",1
"GEN24_1098161","Auckland District",1
"GEN24_1098161","Central Otago District",1
"GEN24_1098161","Christchurch City",2
"GEN24_1098161","Mackenzie District",2
"GEN24_1098161","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",1
"GEN24_1098161","Rotorua District",1
"GEN24_1098161","Ruapehu District",2
"GEN24_1098161","Selwyn District",4
"GEN24_1098161","Southland District (Fiordland)",2
"GEN24_1098161","Stratford District",1
"GEN24_1098161","Taupo District",1
"GEN24_1098161","Thames-Coromandel District",1
"GEN24_1098161","Waitomo District",1
"GEN24_1098161","Wellington City",2
"GEN24_1098161","Westland District",2
"GEN24_1098162","Auckland District",5
"GEN24_1098162","Rotorua District",3
"GEN24_1098164","Auckland District",28
"GEN24_1098164","Far North District",4
"GEN24_1098164","Kaipara District",2
"GEN24_1098168","Auckland District",2.941176470588235
"GEN24_1098168","Buller District",0.9803921568627451
"GEN24_1098168","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",0.9803921568627451
"GEN24_1098168","Rotorua District",1.9607843137254901
"GEN24_1098168","Selwyn District",39.2156862745098
"GEN24_1098168","Wellington City",1.9607843137254901
"GEN24_1098168","Westland District",1.9607843137254901
"GEN24_1098172","Auckland District",4.6875
"GEN24_1098172","Christchurch City",1.875
"GEN24_1098172","Horowhenua District",1.875
"GEN24_1098172","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",1.875
"GEN24_1098172","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",1.875
"GEN24_1098172","Rotorua District",0.9375
"GEN24_1098172","Westland District",1.875
"GEN24_1098189","Auckland District",11
"GEN24_1098189","Christchurch City",1
"GEN24_1098189","Mackenzie District",1
"GEN24_1098189","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",3
"GEN24_1098189","Rotorua District",1
"GEN24_1098189","Southland District (Fiordland)",2
"GEN24_1098189","Taupo District",2
"GEN24_1098189","Thames-Coromandel District",2
"GEN24_1098194","Auckland District",2
"GEN24_1098194","Christchurch City",1
"GEN24_1098194","Dunedin City",2
"GEN24_1098194","Far North District",5
"GEN24_1098194","Grey District",4
"GEN24_1098194","Kaikoura District",1
"GEN24_1098194","Mackenzie District",5
"GEN24_1098194","Marlborough District",2
"GEN24_1098194","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",1
"GEN24_1098194","Rotorua District",2
"GEN24_1098194","Southland District (Fiordland)",6
"GEN24_1098194","Tasman District",3
"GEN24_1098194","Thames-Coromandel District",2
"GEN24_1098194","Wellington City",2
"GEN24_1098194","Westland District",1
"GEN24_1098213","Gore District",4
"GEN24_1098213","Nelson City",4
"GEN24_1098215","Auckland District",1
"GEN24_1098215","Christchurch City",3
"GEN24_1098215","Dunedin City",3
"GEN24_1098215","Gisborne District",2
"GEN24_1098215","Kaikoura District",1
"GEN24_1098215","Mackenzie District",1
"GEN24_1098215","Marlborough District",1
"GEN24_1098215","Otorohanga District",1
"GEN24_1098215","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",2
"GEN24_1098215","Rotorua District",1
"GEN24_1098215","Southland District (Central and Eastern)",2
"GEN24_1098215","Southland District (Fiordland)",2
"GEN24_1098215","Stratford District",3
"GEN24_1098215","Thames-Coromandel District",2
"GEN24_1098215","Wellington City",2
"GEN24_1098215","Whakatane District",2
"GEN24_1098215","Whanganui District",1
"GEN24_1098219","Buller District",2
"GEN24_1098219","Christchurch City",3
"GEN24_1098219","Dunedin City",4
"GEN24_1098219","Grey District",3
"GEN24_1098219","Mackenzie District",3
"GEN24_1098219","Marlborough District",4
"GEN24_1098219","Southland District (Fiordland)",3
"GEN24_1098219","Tasman District",5
"GEN24_1098219","Wellington City",3
"GEN24_1098222","Christchurch City",2
"GEN24_1098222","Mackenzie District",1
"GEN24_1098222","Southland District (Fiordland)",2
"GEN24_1098222","Waitaki District",1
"GEN24_1098222","Westland District",2
"GEN24_1098225","Christchurch City",15
"GEN24_1098225","Grey District",1
"GEN24_1098228","Christchurch City",1.8461538461538463
"GEN24_1098228","Dunedin City",1.8461538461538463
"GEN24_1098228","Invercargill City",0.9230769230769231
"GEN24_1098228","Mackenzie District",0.9230769230769231
"GEN24_1098228","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",4.615384615384616
"GEN24_1098228","Southland District (Fiordland)",1.8461538461538463
"GEN24_1098232","Christchurch City",9
"GEN24_1098238","Auckland District",3.7777777777777777
"GEN24_1098238","Christchurch City",2.833333333333333
"GEN24_1098238","Mackenzie District",0.9444444444444444
"GEN24_1098238","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",2.833333333333333
"GEN24_1098238","Rotorua District",0.9444444444444444
"GEN24_1098238","Wellington City",3.7777777777777777
"GEN24_1098238","Westland District",1.8888888888888888
"GEN24_1098247","Auckland District",3
"GEN24_1098251","Auckland District",0.8333333333333334
"GEN24_1098251","Western Bay of Plenty District",4.166666666666667
"GEN24_1098252","Auckland District",3
"GEN24_1098252","Far North District",3
"GEN24_1098252","Kaipara District",1
"GEN24_1098252","Taupo District",3
"GEN24_1098252","Whakatane District",1
"GEN24_1098252","Whangarei District",1
"GEN24_1098260","Napier City",1
"GEN24_1098260","Wellington City",2
"GEN24_1098260","Western Bay of Plenty District",13
"GEN24_1098261","Auckland District",9.6
"GEN24_1098261","Buller District",0.96
"GEN24_1098261","Gisborne District",0.96
"GEN24_1098261","Hurunui District",0.96
"GEN24_1098261","Kaikoura District",0.96
"GEN24_1098261","Napier City",0.96
"GEN24_1098261","Nelson City",0.96
"GEN24_1098261","Selwyn District",0.96
"GEN24_1098261","Tasman District",3.84
"GEN24_1098261","Tauranga City",0.96
"GEN24_1098261","Wellington City",1.92
"GEN24_1098261","Westland District",0.96
"GEN24_1098262","Auckland District",2.75
"GEN24_1098262","Central Hawke's Bay District",2.75
"GEN24_1098262","Dunedin City",2.75
"GEN24_1098262","Southland District (Fiordland)",2.75
"GEN24_1098272","Auckland District",1
"GEN24_1098272","Buller District",2
"GEN24_1098272","Christchurch City",1
"GEN24_1098272","Dunedin City",2
"GEN24_1098272","Invercargill City",1
"GEN24_1098272","Mackenzie District",2
"GEN24_1098272","Marlborough District",1
"GEN24_1098272","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",2
"GEN24_1098272","Rotorua District",2
"GEN24_1098272","Ruapehu District",2
"GEN24_1098272","Southland District (Fiordland)",2
"GEN24_1098272","Tasman District",2
"GEN24_1098272","Thames-Coromandel District",2
"GEN24_1098272","Waikato District",2
"GEN24_1098289","Auckland District",1
"GEN24_1098289","Hastings District",12
"GEN24_1098289","Wellington City",12
"GEN24_1098318","Auckland District",1
"GEN24_1098318","Christchurch City",1
"GEN24_1098318","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",2
"GEN24_1098318","Rotorua District",2
"GEN24_1098322","Auckland District",16.19047619047619
"GEN24_1098322","Wellington City",3.8095238095238093
"GEN24_1098332","Auckland District",3
"GEN24_1098332","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",5
"GEN24_1098332","Rotorua District",4
"GEN24_1098333","Marlborough District",6
"GEN24_1098333","Wellington City",1
"GEN24_1098335","Kapiti Coast District",1
"GEN24_1098335","Palmerston North City",2
"GEN24_1098335","Wellington City",1
"GEN24_1098340","Upper Hutt City",34
"GEN24_1098341","Auckland District",6
"GEN24_1098341","Napier City",4
"GEN24_1098341","Rotorua District",3
"GEN24_1098341","South Wairarapa District",5
"GEN24_1098341","Taupo District",3
"GEN24_1098341","Thames-Coromandel District",3
"GEN24_1098341","Waipa District",2
"GEN24_1098341","Whangarei District",3
"GEN24_1098345","Auckland District",4
"GEN24_1098345","Hamilton City",2
"GEN24_1098345","Napier City",3
"GEN24_1098345","Wellington City",2
"GEN24_1098356","Masterton District",2.7857142857142856
"GEN24_1098356","Wellington City",10.214285714285715
"GEN24_1098357","Christchurch City",1
"GEN24_1098357","Clutha District",1
"GEN24_1098357","Mackenzie District",3
"GEN24_1098357","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",3
"GEN24_1098357","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",1
"GEN24_1098357","Rotorua District",1
"GEN24_1098357","Ruapehu District",2
"GEN24_1098357","Southland District (Fiordland)",1
"GEN24_1098357","Tasman District",1
"GEN24_1098357","Thames-Coromandel District",1
"GEN24_1098357","Waipa District",1
"GEN24_1098357","Waitaki District",1
"GEN24_1098357","Wellington City",2
"GEN24_1098357","Westland District",1
"GEN24_1098358","Horowhenua District",7.333333333333333
"GEN24_1098358","Tararua District",3.6666666666666665
"GEN24_1098359","Auckland District",0.32558139534883723
"GEN24_1098359","Christchurch City",0.6511627906976745
"GEN24_1098359","Far North District",0.6511627906976745
"GEN24_1098359","Kaikoura District",0.32558139534883723
"GEN24_1098359","Napier City",0.6511627906976745
"GEN24_1098359","South Wairarapa District",9.44186046511628
"GEN24_1098359","Waipa District",0.6511627906976745
"GEN24_1098359","Wellington City",0.6511627906976745
"GEN24_1098359","Whakatane District",0.6511627906976745
"GEN24_1098360","Wellington City",7
"GEN24_1098361","Auckland District",2
"GEN24_1098361","Christchurch City",4
"GEN24_1098361","Napier City",2
"GEN24_1098361","Taupo District",1
"GEN24_1098361","Thames-Coromandel District",2
"GEN24_1098361","Wellington City",3
"GEN24_1098363","Manawatu District",6
"GEN24_1098363","Napier City",7
"GEN24_1098367","Marlborough District",3
"GEN24_1098367","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",2
"GEN24_1098367","Southland District (Fiordland)",2
"GEN24_1098371","Christchurch City",1
"GEN24_1098371","Mackenzie District",2
"GEN24_1098371","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",3
"GEN24_1098371","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",1
"GEN24_1098372","Christchurch City",3
"GEN24_1098372","Dunedin City",2
"GEN24_1098372","Hurunui District",1
"GEN24_1098372","Mackenzie District",1
"GEN24_1098372","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",2
"GEN24_1098372","Southland District (Fiordland)",2
"GEN24_1098372","Westland District",1
"GEN24_1098374","Christchurch City",56
"GEN24_1098375","Christchurch City",1
"GEN24_1098375","Mackenzie District",3
"GEN24_1098375","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",4
"GEN24_1098375","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",2
"GEN24_1098375","Southland District (Fiordland)",2
"GEN24_1098379","Christchurch City",1
"GEN24_1098379","Mackenzie District",1
"GEN24_1098379","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",2
"GEN24_1098379","Southland District (Fiordland)",1
"GEN24_1098379","Waitaki District",1
"GEN24_1098379","Westland District",1
"GEN24_1098380","Christchurch City",3
"GEN24_1098380","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",3
"GEN24_1098380","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",1
"GEN24_1098380","Westland District",3
"GEN24_1098389","Auckland District",5
"GEN24_1098406","Auckland District",1
"GEN24_1098406","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",6
"GEN24_1098410","Auckland District",72
"GEN24_1098411","Auckland District",72
"GEN24_1098435","Auckland District",3
"GEN24_1098435","Christchurch City",3
"GEN24_1098435","Hamilton City",1
"GEN24_1098435","Mackenzie District",1
"GEN24_1098435","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",4
"GEN24_1098435","Rotorua District",2
"GEN24_1098435","Westland District",1
"GEN24_1098442","Auckland District",2.8
"GEN24_1098442","Kapiti Coast District",2.8
"GEN24_1098442","Palmerston North City",0.9333333333333333
"GEN24_1098442","Rotorua District",0.9333333333333333
"GEN24_1098442","Ruapehu District",1.8666666666666667
"GEN24_1098442","Wellington City",4.666666666666667
"GEN24_1098443","Auckland District",2
"GEN24_1098443","Far North District",10
"GEN24_1098445","Auckland District",3
"GEN24_1098445","Hutt City",1
"GEN24_1098445","New Plymouth District",19
"GEN24_1098445","Waipa District",1
"GEN24_1098445","Western Bay of Plenty District",3
"GEN24_1098446","Auckland District",5
"GEN24_1098450","Hamilton City",1
"GEN24_1098450","Hauraki District",2
"GEN24_1098450","Rotorua District",1
"GEN24_1098450","Western Bay of Plenty District",16
"GEN24_1098453","Auckland District",2
"GEN24_1098456","Auckland District",3
"GEN24_1098456","Taupo District",2
"GEN24_1098456","Tauranga City",2
"GEN24_1098456","Thames-Coromandel District",2
"GEN24_1098465","Christchurch City",2
"GEN24_1098465","Kaikoura District",1
"GEN24_1098465","Mackenzie District",2
"GEN24_1098465","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",2
"GEN24_1098465","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",2
"GEN24_1098468","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",3
"GEN24_1098481","Dunedin City",3
"GEN24_1098495","Auckland District",4.615384615384616
"GEN24_1098495","Thames-Coromandel District",1.5384615384615385
"GEN24_1098495","Whangarei District",3.8461538461538463
"GEN24_1098509","Auckland District",17
"GEN24_1098509","Tauranga City",4
"GEN24_1098510","Auckland District",8
"GEN24_1098510","Christchurch City",6
"GEN24_1098510","Dunedin City",5
"GEN24_1098510","Kaikoura District",6
"GEN24_1098510","Mackenzie District",3
"GEN24_1098510","Marlborough District",6
"GEN24_1098510","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",4
"GEN24_1098510","Wellington City",8
"GEN24_1098513","Auckland District",2
"GEN24_1098513","Christchurch City",1
"GEN24_1098513","Mackenzie District",2
"GEN24_1098513","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",1
"GEN24_1098513","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",2
"GEN24_1098518","Auckland District",2
"GEN24_1098518","Christchurch City",1
"GEN24_1098518","Mackenzie District",2
"GEN24_1098518","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",3
"GEN24_1098518","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",1
"GEN24_1098518","Rotorua District",1
"GEN24_1098518","Southland District (Fiordland)",1
"GEN24_1098529","Tararua District",4
"GEN24_1098533","Auckland District",4
"GEN24_1098533","Dunedin City",4
"GEN24_1098533","Mackenzie District",1
"GEN24_1098533","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",1
"GEN24_1098533","Southland District (Fiordland)",2
"GEN24_1098533","Timaru District",9
"GEN24_1098534","Auckland District",3.8181818181818183
"GEN24_1098534","Dunedin City",4.772727272727273
"GEN24_1098534","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",1.9090909090909092
"GEN24_1098534","Timaru District",10.5
"GEN24_1098543","Auckland District",66
"GEN24_1098546","Auckland District",5
"GEN24_1098546","Rotorua District",2
"GEN24_1098554","Auckland District",3
"GEN24_1098554","Christchurch City",5
"GEN24_1098554","Grey District",1
"GEN24_1098554","Mackenzie District",1
"GEN24_1098554","Nelson City",1
"GEN24_1098554","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",2
"GEN24_1098554","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",2
"GEN24_1098554","Rotorua District",2
"GEN24_1098554","Southland District (Fiordland)",2
"GEN24_1098554","Tasman District",3
"GEN24_1098554","Taupo District",2
"GEN24_1098554","Tauranga City",2
"GEN24_1098554","Thames-Coromandel District",2
"GEN24_1098554","Wellington City",2
"GEN24_1098554","Westland District",2
"GEN24_1098560","Christchurch City",4
"GEN24_1098560","Southland District (Central and Eastern)",1
"GEN24_1098560","Southland District (Fiordland)",3
"GEN24_1098560","Tasman District",4
"GEN24_1098580","Far North District",1.8
"GEN24_1098580","Hastings District",0.9
"GEN24_1098580","Rotorua District",2.7
"GEN24_1098580","South Waikato District",0.9
"GEN24_1098580","Waipa District",2.7
"GEN24_1098581","Auckland District",3
"GEN24_1098581","Far North District",2
"GEN24_1098581","Western Bay of Plenty District",3
"GEN24_1098581","Whangarei District",1
"GEN24_1098590","Auckland District",6
"GEN24_1098590","Grey District",1
"GEN24_1098590","Kaikoura District",1
"GEN24_1098590","Mackenzie District",1
"GEN24_1098590","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",1
"GEN24_1098590","Selwyn District",1
"GEN24_1098590","Tasman District",2
"GEN24_1098590","Waipa District",3
"GEN24_1098590","Westland District",1
"GEN24_1098591","Auckland District",2
"GEN24_1098591","Buller District",2
"GEN24_1098591","Christchurch City",3
"GEN24_1098591","Nelson City",2
"GEN24_1098591","Queenstown-Lakes District (Wanaka-Upper Clutha Ward)",3
"GEN24_1098591","Waikato District",4
"GEN24_1098592","Kaipara District",1
"GEN24_1098593","Auckland District",2
"GEN24_1098593","Central Otago District",8
"GEN24_1098593","Christchurch City",2
"GEN24_1098593","Kaipara District",2
"GEN24_1098593","Manawatu District",1
"GEN24_1098593","Marlborough District",15
"GEN24_1098593","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",5
"GEN24_1098593","Rotorua District",3
"GEN24_1098593","Selwyn District",13
"GEN24_1098593","Southland District (Fiordland)",3
"GEN24_1098593","Tasman District",5
"GEN24_1098593","Taupo District",3
"GEN24_1098593","Thames-Coromandel District",7
"GEN24_1098593","Upper Hutt City",2
"GEN24_1098593","Waitaki District",3
"GEN24_1098597","Auckland District",12
"GEN24_1098597","Far North District",4
"GEN24_1098597","Gisborne District",1
"GEN24_1098597","Hamilton City",1
"GEN24_1098597","Hurunui District",2
"GEN24_1098597","Kaipara District",1
"GEN24_1098597","Marlborough District",2
"GEN24_1098597","Masterton District",1
"GEN24_1098597","Matamata-Piako District",2
"GEN24_1098597","Napier City",1
"GEN24_1098597","Nelson City",1
"GEN24_1098597","Opotiki District",1
"GEN24_1098597","Thames-Coromandel District",2
"GEN24_1098597","Waimakariri District",2
"GEN24_1098597","Waitomo District",1
"GEN24_1098597","Wellington City",2
"GEN24_1098597","Whakatane District",2
"GEN24_1098597","Whanganui District",1
"GEN24_1098600","Auckland District",2.7857142857142856
"GEN24_1098600","Christchurch City",2.7857142857142856
"GEN24_1098600","Hastings District",2.7857142857142856
"GEN24_1098600","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",2.7857142857142856
"GEN24_1098600","Taupo District",0.9285714285714286
"GEN24_1098600","Westland District",0.9285714285714286
"GEN24_1098603","Christchurch City",2
"GEN24_1098603","Grey District",2
"GEN24_1098603","Mackenzie District",2
"GEN24_1098603","Marlborough District",1
"GEN24_1098603","Nelson City",2
"GEN24_1098603","Tauranga City",2
"GEN24_1098608","Auckland District",4
"GEN24_1098637","Christchurch City",1
"GEN24_1098640","Christchurch City",3
"GEN24_1098640","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",4
"GEN24_1098645","Christchurch City",5
"GEN24_1098645","Grey District",1
"GEN24_1098645","Kaikoura District",1
"GEN24_1098645","Mackenzie District",2
"GEN24_1098645","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",5
"GEN24_1098645","Tasman District",2
"GEN24_1098645","Westland District",2
"GEN24_1098647","Auckland District",1
"GEN24_1098648","Mackenzie District",3
"GEN24_1098648","New Plymouth District",3
"GEN24_1098648","Palmerston North City",11
"GEN24_1098668","Auckland District",2
"GEN24_1098669","Waikato District",19
"GEN24_1098671","Auckland District",18
"GEN24_1098671","Hastings District",2
"GEN24_1098679","Auckland District",2
"GEN24_1098679","Whakatane District",14
"GEN24_1098680","Auckland District",4
"GEN24_1098680","Grey District",1
"GEN24_1098680","Hurunui District",2
"GEN24_1098680","Marlborough District",5
"GEN24_1098680","Nelson City",5
"GEN24_1098680","Wellington City",2
"GEN24_1098685","Auckland District",8
"GEN24_1098687","Auckland District",4
"GEN24_1098687","Christchurch City",2
"GEN24_1098687","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",3
"GEN24_1098690","Ashburton District",2
"GEN24_1098690","Dunedin City",2
"GEN24_1098690","Grey District",2
"GEN24_1098690","Kaikoura District",1
"GEN24_1098690","Marlborough District",1
"GEN24_1098690","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",4
"GEN24_1098690","Selwyn District",2
"GEN24_1098692","Auckland District",2.5588235294117645
"GEN24_1098692","Christchurch City",2.5588235294117645
"GEN24_1098692","Hamilton City",5.117647058823529
"GEN24_1098692","Kaikoura District",2.5588235294117645
"GEN24_1098692","Mackenzie District",0.8529411764705882
"GEN24_1098692","Marlborough District",0.8529411764705882
"GEN24_1098692","Napier City",2.5588235294117645
"GEN24_1098692","Nelson City",0.8529411764705882
"GEN24_1098692","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",3.411764705882353
"GEN24_1098692","Tasman District",0.8529411764705882
"GEN24_1098692","Taupo District",2.5588235294117645
"GEN24_1098692","Thames-Coromandel District",1.7058823529411764
"GEN24_1098692","Wellington City",2.5588235294117645
"GEN24_1098698","Central Otago District",6
"GEN24_1098713","Auckland District",3.7714285714285714
"GEN24_1098713","Christchurch City",1.8857142857142857
"GEN24_1098713","Grey District",4.714285714285714
"GEN24_1098713","Marlborough District",1.8857142857142857
"GEN24_1098713","Stratford District",1.8857142857142857
"GEN24_1098713","Tasman District",2.8285714285714283
"GEN24_1098713","Taupo District",2.8285714285714283
"GEN24_1098713","Thames-Coromandel District",3.7714285714285714
"GEN24_1098713","Westland District",9.428571428571429
"GEN24_1098723","Auckland District",5
"GEN24_1098726","Auckland District",3
"GEN24_1098726","Mackenzie District",1
"GEN24_1098726","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",3
"GEN24_1098726","Rotorua District",2
"GEN24_1098726","Thames-Coromandel District",2
"GEN24_1098736","Christchurch City",1.875
"GEN24_1098736","Dunedin City",0.9375
"GEN24_1098736","Grey District",0.9375
"GEN24_1098736","Mackenzie District",0.9375
"GEN24_1098736","Queenstown-Lakes District (Queenstown-Whakatipu and Arrowtown-Kawarau Ward)",3.75
